,P,Y,Ptest,Ytest
141,-9.221445216,-0.271358951,-1.414091894,1.07779408
142,-9.221445216,-0.381712144,-1.414091894,0.989113653
143,-9.221445216,-0.532565704,-1.414091894,0.80218221
144,-8.908454044,-0.705322762,-1.414091894,0.543990726
145,-8.908454044,-0.879629631,0.419041877,0.248652225
146,-8.908454044,-1.038407468,0.419041877,-0.040913135
147,-8.908454044,-1.16814982,0.419041877,-0.295107043
148,-6.011903755,-1.254689717,0.419041877,-0.493306668
149,-6.011903755,-1.275779072,0.419041877,-0.622136008
150,-6.011903755,-1.231199001,0.419041877,-0.676038595
151,-6.011903755,-1.131405903,0.419041877,-0.657057739
152,-6.011903755,-0.991071698,0.419041877,-0.573920485
153,3.508222021,-0.811896607,0.419041877,-0.440577976
154,3.508222021,-0.55469291,1.183640818,-0.273154768
155,3.508222021,-0.236509809,1.183640818,-0.085891966
156,3.508222021,0.106822057,1.183640818,0.102826543
157,3.508222021,0.440508439,1.183640818,0.275052425
158,3.508222021,0.733976463,0.161819134,0.414448724
159,3.508222021,0.963358152,0.161819134,0.504566674
160,-7.539408189,1.095232237,0.161819134,0.540018759
161,-7.539408189,1.057045637,0.161819134,0.522661428
162,-7.539408189,0.85158596,0.161819134,0.459158214
163,-7.539408189,0.514161053,0.161819134,0.359893423
164,-7.539408189,0.089172641,0.161819134,0.23763807
165,-7.539408189,-0.374939358,0.161819134,0.106117518
166,-7.539408189,-0.830652512,0.161819134,-0.021374631
167,-7.539408189,-1.235759364,0.161819134,-0.133189999
168,-7.539408189,-1.556844864,-2.141103139,-0.223993768
169,-7.539408189,-1.771603112,-2.141103139,-0.301680065
170,8.157711489,-1.844490804,-2.141103139,-0.363709371
171,8.157711489,-1.683541172,-2.141103139,-0.405717797
172,0.19460238,-1.314924531,-0.409797095,-0.422845281
173,0.19460238,-0.843204149,-0.409797095,-0.404969375
174,0.19460238,-0.334962248,-0.409797095,-0.354444034
175,0.19460238,0.158361718,-0.409797095,-0.279144456
176,2.538086583,0.59542248,-0.409797095,-0.188534418
177,2.538086583,0.955046478,-0.409797095,-0.092621983
178,2.538086583,1.21427028,-0.409797095,-0.000963222
179,2.538086583,1.358184675,-0.409797095,0.078196606
180,2.538086583,1.384181265,-0.991592334,0.137635218
181,2.538086583,1.301028055,-0.991592334,0.169965893
182,2.538086583,1.126959384,-0.991592334,0.173821932
183,-9.191448277,0.868078493,-0.991592334,0.151549152
184,-9.191448277,0.483217793,-0.991592334,0.107735972
185,-9.191448277,0.002637202,-0.991592334,0.048566985
186,-9.191448277,-0.519200817,-0.991592334,-0.018912596
187,-9.191448277,-1.029123032,-0.991592334,-0.087543708
188,-9.191448277,-1.480140833,-0.991592334,-0.150739891
189,-9.191448277,-1.835296114,-5.404004353,-0.210192675
190,9.029728791,-2.040716763,-5.404004353,-0.288360645
191,-8.528973912,-2.005230148,-5.404004353,-0.382875533
192,-8.528973912,-1.83735371,-5.404004353,-0.483262131
193,-8.528973912,-1.59254739,-5.404004353,-0.579487957
194,-8.528973912,-1.301234978,-5.404004353,-0.662867904
195,-8.528973912,-0.995333944,-2.631000586,-0.722269557
196,-8.528973912,-0.705101172,-2.631000586,-0.736952465
197,-8.528973912,-0.456435575,-2.631000586,-0.705519554
198,-8.528973912,-0.268848663,-2.631000586,-0.635325721
199,-8.528973912,-0.154231045,-2.631000586,-0.536683911
200,-8.528973912,-0.116455508,-2.631000586,-0.421610364
201,-1.957558487,-0.141143438,-9.34860157,-0.313396109
202,-1.957558487,-0.178747682,-9.34860157,-0.263792089
203,-1.957558487,-0.214378509,-9.34860157,-0.282238774
204,-1.957558487,-0.24486115,-9.34860157,-0.360519425
205,-1.957558487,-0.267808803,-9.34860157,-0.485552561
206,-7.969227917,-0.291498435,-9.34860157,-0.641089425
207,-7.969227917,-0.351381306,-9.34860157,-0.809548829
208,-7.969227917,-0.447612357,-9.34860157,-0.973803123
209,-7.969227917,-0.567651052,-1.96309134,-1.106803305
210,-7.969227917,-0.697903463,-1.96309134,-1.152585859
211,-7.969227917,-0.825105404,-1.96309134,-1.103765564
212,-7.969227917,-0.93754282,-1.96309134,-0.973952356
213,-7.333216002,-1.024980836,-1.96309134,-0.783104505
214,-7.333216002,-1.077552128,-1.96309134,-0.555040981
215,-7.333216002,-1.092634763,-1.96309134,-0.31482621
216,-7.333216002,-1.072372874,-1.96309134,-0.086286165
217,-7.333216002,-1.022042101,7.241266419,0.125012897
218,-7.333216002,-0.949253707,7.241266419,0.358580729
219,-7.333216002,-0.863014028,-7.594677762,0.580417809
220,-7.289093108,-0.772670382,-7.594677762,0.677525016
221,-7.289093108,-0.686862131,-7.594677762,0.629778891
222,-7.289093108,-0.613187705,-7.594677762,0.455469965
223,-7.289093108,-0.557445245,-7.594677762,0.183092221
224,-7.289093108,-0.523188845,-7.594677762,-0.152316938
225,-7.289093108,-0.511606692,-7.594677762,-0.513105935
226,-7.289093108,-0.521634082,0.624891011,-0.849513629
227,-7.289093108,-0.550268285,0.624891011,-1.080487954
228,-9.462642718,-0.596552673,0.624891011,-1.181616758
229,-9.462642718,-0.668091064,-8.96348296,-1.171224568
230,-9.462642718,-0.75907353,-8.96348296,-1.121126479
231,-9.462642718,-0.859063497,-8.96348296,-1.054583013
232,-9.462642718,-0.957767501,-8.96348296,-0.979439017
233,-9.462642718,-1.04599299,9.532908832,-0.873681408
234,-9.462642718,-1.116411082,9.532908832,-0.634033697
235,-9.462642718,-1.164070856,9.532908832,-0.267391961
236,-9.462642718,-1.186640288,9.532908832,0.179557886
237,-9.462642718,-1.184377109,-2.106481573,0.638163876
238,-9.430415127,-1.1598059,-2.106481573,0.990933503
239,-9.430415127,-1.11716598,-2.106481573,1.1967366
240,-9.430415127,-1.062151254,-2.106481573,1.250136764
241,-9.430415127,-1.001131207,-2.106481573,1.160597552
242,-9.430415127,-0.940435925,-2.106481573,0.950171469
243,-9.430415127,-0.885762459,-2.106481573,0.650220822
244,-0.494618116,-0.827241288,-2.106481573,0.297572042
245,-0.494618116,-0.714638259,8.354812168,-0.052555652
246,-0.494618116,-0.549976573,8.354812168,-0.301655519
247,7.762872314,-0.340390993,8.354812168,-0.419736156
248,7.762872314,-0.058072823,8.354812168,-0.408122146
249,7.762872314,0.276119724,8.354812168,-0.280251607
250,7.762872314,0.625711619,8.354812168,-0.059255252
251,7.762872314,0.956245618,8.354812168,0.225148885
252,7.762872314,1.238342056,0.047651597,0.526647739
253,-5.636492348,1.42831109,0.047651597,0.76298657
254,-5.636492348,1.432834543,0.047651597,0.905279666
255,-5.636492348,1.248514705,0.047651597,0.94904813
256,-5.636492348,0.910717085,0.047651597,0.89953729
257,-5.636492348,0.465925772,-7.484042839,0.758111693
258,-5.636492348,-0.033701444,-7.484042839,0.499560509
259,-5.636492348,-0.535795252,-7.484042839,0.147840377
260,-5.636492348,-0.992737162,-7.484042839,-0.254989857
261,-5.636492348,-1.365701272,-7.484042839,-0.666050395
262,-4.326856573,-1.625362936,-7.484042839,-1.045765279
263,-4.326856573,-1.749773996,-5.300392197,-1.357750204
264,-4.326856573,-1.738049082,-5.300392197,-1.56529292
265,-4.326856573,-1.604249752,-5.300392197,-1.655386032
266,-4.326856573,-1.372619878,3.962293087,-1.615719086
267,-3.940555813,-1.073703769,3.962293087,-1.404207668
268,-3.940555813,-0.739687726,3.962293087,-1.042912788
269,-3.940555813,-0.404839402,3.962293087,-0.580184468
270,-3.940555813,-0.100838414,3.962293087,-0.069344127
271,-3.940555813,0.146561467,3.962293087,0.43682058
272,-3.940555813,0.319398846,3.962293087,0.890986653
273,-3.940555813,0.408458217,3.962293087,1.255241706
274,8.296532713,0.433104255,3.962293087,1.503766306
275,8.296532713,0.47399832,6.171518593,1.62769385
276,8.296532713,0.544564787,6.171518593,1.641061476
277,8.296532713,0.635320432,6.171518593,1.556528267
278,8.296532713,0.735779178,6.171518593,1.391388316
279,8.296532713,0.835537127,6.171518593,1.16889701
280,8.296532713,0.925246579,6.171518593,0.915509075
281,-7.147475948,0.972412718,6.692124925,0.65891975
282,-7.147475948,0.879633657,6.692124925,0.426918393
283,-7.147475948,0.645218216,6.692124925,0.239860744
284,-7.147475948,0.30476721,6.692124925,0.111122908
285,-7.147475948,-0.099499587,6.692124925,0.047304312
286,-4.383479776,-0.51888617,6.692124925,0.048249783
287,-4.383479776,-0.895015371,6.692124925,0.107706979
288,-4.383479776,-1.19225438,6.692124925,0.214496658
289,-4.383479776,-1.390059453,6.692124925,0.354036549
290,-4.383479776,-1.479225655,1.655487745,0.501893194
291,-4.383479776,-1.461676518,1.655487745,0.611687949
292,-4.383479776,-1.349223503,9.224606189,0.681176306
293,9.071356119,-1.139743433,9.224606189,0.755175537
294,9.071356119,-0.777732939,9.224606189,0.837919893
295,-3.858025882,-0.312084187,9.224606189,0.920768388
296,-3.858025882,0.122190364,-8.645270451,0.966983025
297,-1.767218254,0.47058021,-8.645270451,0.863453196
298,-1.767218254,0.721511743,9.995522259,0.636858661
299,-1.767218254,0.863795588,9.995522259,0.437372124
300,-1.767218254,0.894343281,9.995522259,0.309923487
301,-1.767218254,0.820905066,9.995522259,0.259685063
302,-1.767218254,0.660307047,9.995522259,0.284050446
303,-3.947861381,0.432471789,9.995522259,0.373620726
304,-3.947861381,0.151603134,9.995522259,0.513737882
305,-3.947861381,-0.154101364,9.995522259,0.686368559
306,-3.947861381,-0.453428216,9.995522259,0.872127128
307,-3.947861381,-0.718736162,-2.764780616,1.031590507
308,-3.947861381,-0.9282248,-2.764780616,1.072068403
309,-3.947861381,-1.067436109,-2.764780616,0.981428846
310,-3.947861381,-1.129920165,-2.764780616,0.780703176
311,-3.947861381,-1.117081765,2.338100658,0.507565747
312,-3.947861381,-1.037300379,2.338100658,0.22673375
313,-5.5983908,-0.907145818,2.338100658,-0.02670574
314,-5.5983908,-0.754061199,2.338100658,-0.231441791
315,-5.5983908,-0.597215314,2.338100658,-0.372787728
316,-2.228358196,-0.446316043,2.338100658,-0.443436774
317,-2.228358196,-0.293872032,2.338100658,-0.443449311
318,-2.228358196,-0.149231134,2.338100658,-0.379546109
319,-2.228358196,-0.025300883,-9.815051761,-0.283501344
320,-2.228358196,0.068194013,-9.815051761,-0.243768005
321,-2.228358196,0.12532653,-9.815051761,-0.277437769
322,-2.228358196,0.144165276,-9.815051761,-0.374347914
323,-2.228358196,0.12657653,-9.815051761,-0.519334685
324,-2.228358196,0.077686717,-8.11984957,-0.691397787
325,-2.228358196,0.005088372,-8.11984957,-0.861075509
326,-7.814622507,-0.091148395,-8.11984957,-1.009973471
327,-7.814622507,-0.234777674,-8.11984957,-1.12601728
328,-7.814622507,-0.416330718,-8.11984957,-1.201382099
329,-7.814622507,-0.615065019,-8.11984957,-1.232826692
330,-7.814622507,-0.810590546,4.267466012,-1.201523202
331,-7.814622507,-0.984760453,4.267466012,-1.038596026
332,-7.814622507,-1.123170177,4.267466012,-0.752885621
333,-7.814622507,-1.216160701,4.267466012,-0.383039515
334,-7.814622507,-1.259278501,4.267466012,0.028032485
335,-6.815349196,-1.251583865,4.267466012,0.437613392
336,-6.815349196,-1.192362256,4.267466012,0.807191998
337,-6.815349196,-1.090568363,4.267466012,1.105697031
338,-6.815349196,-0.95986,4.267466012,1.311721419
339,-6.815349196,-0.815323995,-5.444206814,1.398911535
340,-6.815349196,-0.671916423,-5.444206814,1.309351482
341,-6.815349196,-0.543063606,-5.444206814,1.053369395
342,-6.815349196,-0.439540616,6.933376088,0.690984224
343,5.441218926,-0.34887831,6.933376088,0.344260623
344,5.441218926,-0.201428974,6.933376088,0.063475344
345,5.441218926,0.002348076,6.933376088,-0.131148113
346,5.441218926,0.237861634,6.933376088,-0.229442061
347,5.441218926,0.479865607,6.933376088,-0.231297234
348,5.441218926,0.704903873,6.933376088,-0.145715919
349,-8.11690341,0.871419524,6.933376088,0.010904694
350,-8.11690341,0.884112705,6.933376088,0.21702367
351,-8.11690341,0.735561084,7.351861375,0.449155704
352,-8.11690341,0.455128296,7.351861375,0.685546868
353,-8.11690341,0.081829589,3.573705426,0.898014797
354,-8.11690341,-0.340268607,3.573705426,1.045055517
355,7.121817027,-0.742035161,3.573705426,1.113205028
356,6.498437953,-0.992787841,3.573705426,1.103539394
357,6.498437953,-1.063700046,3.573705426,1.024375873
358,6.498437953,-0.966152936,3.573705426,0.88979891
359,2.083833555,-0.732525131,3.573705426,0.717782132
360,2.083833555,-0.425541242,3.573705426,0.528122033
361,2.083833555,-0.08794579,3.573705426,0.340396262
362,2.083833555,0.245488479,3.573705426,0.172136863
363,2.083833555,0.543690584,-3.000684903,0.026734498
364,2.083833555,0.781871283,-3.000684903,-0.125555806
365,2.083833555,0.9432647,-3.000684903,-0.279822939
366,-9.325444405,1.001489365,-3.000684903,-0.421320234
367,-9.245482984,0.889339355,-3.000684903,-0.537909471
368,-9.245482984,0.616557983,-3.000684903,-0.620958168
369,-9.245482984,0.224297399,-3.000684903,-0.665820629
370,-9.245482984,-0.239053901,-3.000684903,-0.671896981
371,-9.245482984,-0.723003199,-9.624180274,-0.653020111
372,-9.245482984,-1.179918913,-9.624180274,-0.654946297
373,-9.245482984,-1.569253427,-9.624180274,-0.685706006
374,-9.245482984,-1.860695539,-3.722124483,-0.730104288
375,-2.945345173,-2.02586465,-3.722124483,-0.74558423
376,-2.945345173,-2.021620532,-3.722124483,-0.724355094
377,-2.945345173,-1.854791164,-3.722124483,-0.671913656
378,-2.945345173,-1.556592653,-3.722124483,-0.596179179
379,2.900309349,-1.158211147,-3.722124483,-0.506515528
380,2.900309349,-0.670061687,-3.722124483,-0.412710007
381,6.722519564,-0.131576126,-3.722124483,-0.324009413
382,6.722519564,0.425643453,-7.913391618,-0.255079365
383,6.722519564,0.953109598,-7.913391618,-0.236867645
384,6.722519564,1.403875512,-7.913391618,-0.272715768
385,-2.141437655,1.728360449,2.61380429,-0.337065531
386,-2.141437655,1.852287345,2.61380429,-0.35501361
387,-2.141437655,1.769407118,2.61380429,-0.313083161
388,-2.141437655,1.507221667,2.61380429,-0.220929454
389,-2.141437655,1.107537193,2.61380429,-0.092028625
390,-2.141437655,0.621157613,2.61380429,0.057957705
391,7.897021285,0.118473823,2.718264105,0.213037418
392,9.263336699,-0.286264207,-3.252063398,0.349088001
393,9.263336699,-0.540153053,-3.252063398,0.417743786
394,9.263336699,-0.631485412,-3.252063398,0.409752173
395,3.376307747,-0.576635232,-3.252063398,0.333161316
396,3.376307747,-0.431664644,-3.252063398,0.201727352
397,3.376307747,-0.22788963,-3.252063398,0.033073022
398,3.376307747,0.009863106,-3.252063398,-0.153343384
399,3.376307747,0.255922877,-3.252063398,-0.338239031
400,3.376307747,0.486277929,-6.586576041,-0.509704105
401,6.368149983,0.685523756,-6.586576041,-0.67377822
402,6.368149983,0.856608373,-6.586576041,-0.82081165
403,6.368149983,0.990669723,-6.586576041,-0.938550145
404,6.368149983,1.078579354,-6.586576041,-1.018670229
405,6.368149983,1.116432945,-6.586576041,-1.057190648
406,6.368149983,1.105421627,-6.586576041,-1.054434873
407,6.368149983,1.051234676,-4.87832966,-1.011827359
408,6.368149983,0.963094543,-4.87832966,-0.926452481
409,-3.324923052,0.836869059,-4.87832966,-0.807808552
410,-3.324923052,0.627215397,-4.87832966,-0.670258243
411,-3.324923052,0.346943067,-4.87832966,-0.528581679
412,-3.324923052,0.029222275,-4.87832966,-0.396541871
413,-3.324923052,-0.292399233,-4.87832966,-0.285682665
414,-3.324923052,-0.587198085,-8.163721458,-0.209765535
415,-6.484871101,-0.835018031,-8.163721458,-0.193264351
416,-6.484871101,-1.036789057,6.252459376,-0.213815427
417,-6.484871101,-1.182714071,6.252459376,-0.175409562
418,-6.484871101,-1.264336241,6.252459376,-0.065098774
419,-6.484871101,-1.280071916,6.252459376,0.099863995
420,-6.484871101,-1.234706014,6.252459376,0.298709999
421,-6.484871101,-1.138334404,6.252459376,0.509449262
422,-6.484871101,-1.004905734,6.252459376,0.711062034
423,-6.484871101,-0.850538425,2.785804042,0.879781873
424,2.897474086,-0.676614509,2.785804042,0.981043436
425,2.897474086,-0.442480919,2.785804042,1.006375614
426,2.897474086,-0.161525993,2.785804042,0.960613386
427,2.897474086,0.13528026,2.785804042,0.854840968
428,2.897474086,0.418419088,-8.127619201,0.687095585
429,-7.372452154,0.645856195,-8.127619201,0.410561292
430,-7.372452154,0.736926167,4.308857848,0.065014303
431,-7.372452154,0.680208696,4.308857848,-0.232258053
432,-7.372452154,0.495120177,4.308857848,-0.438658775
433,-7.372452154,0.211343965,4.308857848,-0.543356925
434,-7.372452154,-0.134947942,4.308857848,-0.546150173
435,-7.372452154,-0.505126014,-7.634250222,-0.475793738
436,-7.372452154,-0.861982615,-7.634250222,-0.420899553
437,-5.492428529,-1.170066602,-7.634250222,-0.403554168
438,-5.492428529,-1.393136827,-7.634250222,-0.421821265
439,-5.492428529,-1.515338873,-7.634250222,-0.470587962
440,-5.492428529,-1.534739124,-7.634250222,-0.542349609
441,-5.492428529,-1.459289616,-7.634250222,-0.628145635
442,-5.492428529,-1.305136845,-7.634250222,-0.71854372
443,-5.492428529,-1.094318171,-7.39142747,-0.80418201
444,-5.492428529,-0.852121519,-7.39142747,-0.875906477
445,0.899160802,-0.594049391,-7.39142747,-0.927898746
446,0.899160802,-0.30582373,-7.39142747,-0.957129953
447,0.899160802,-0.007679479,-7.39142747,-0.963007482
448,0.899160802,0.271302916,-7.39142747,-0.947199054
449,0.899160802,0.506618727,-7.39142747,-0.913260238
450,0.899160802,0.680216078,-7.39142747,-0.866119254
451,0.899160802,0.781585471,-8.129082842,-0.81267462
452,-1.868383403,0.803556568,-8.129082842,-0.763202899
453,-1.868383403,0.734229527,2.336170217,-0.706199399
454,-1.868383403,0.584576505,2.336170217,-0.582031263
455,-1.868383403,0.376364635,2.336170217,-0.392704659
456,-1.868383403,0.134815966,2.336170217,-0.162287426
457,-1.868383403,-0.114101575,2.336170217,0.083565133
458,-0.503065991,-0.343987038,-0.769543376,0.315158122
459,-0.503065991,-0.526381584,-0.769543376,0.49248648
460,-0.503065991,-0.646490689,-0.769543376,0.599200357
461,-0.503065991,-0.698906619,-0.769543376,0.631948772
462,2.246848399,-0.680675869,-0.769543376,0.594679924
463,2.246848399,-0.582970441,-0.769543376,0.497573985
464,2.246848399,-0.418342603,-0.769543376,0.355489322
465,2.246848399,-0.208697176,-0.769543376,0.186115086
466,2.246848399,0.021897122,-7.91583676,-0.003528647
467,2.246848399,0.24968502,-7.91583676,-0.238499607
468,2.246848399,0.453436708,-7.91583676,-0.503305957
469,-5.520055151,0.603645893,-7.91583676,-0.770118091
470,-5.520055151,0.642450607,-7.91583676,-1.013565451
471,-5.520055151,0.564838955,-7.91583676,-1.212896794
472,-5.520055151,0.389213814,-7.91583676,-1.353498951
473,-5.520055151,0.141476552,7.28694092,-1.40309708
474,-5.520055151,-0.148130911,7.28694092,-1.27018653
475,4.043760632,-0.432821043,7.28694092,-0.961285067
476,4.043760632,-0.626127428,7.28694092,-0.522292194
477,4.043760632,-0.703787262,5.523743262,-0.009868985
478,4.043760632,-0.66947683,5.523743262,0.509564044
479,4.312726386,-0.53665434,5.523743262,0.98360659
480,4.312726386,-0.325539928,-1.395818993,1.36064732
481,4.312726386,-0.063093543,-1.395818993,1.570875244
482,4.312726386,0.221032256,-1.395818993,1.599677508
483,4.312726386,0.497960784,-1.395818993,1.461600911
484,4.312726386,0.742242563,-1.395818993,1.185556686
485,4.312726386,0.933930901,-1.395818993,0.810725125
486,4.312726386,1.05994065,-1.395818993,0.381880815
487,4.312726386,1.11463012,-1.395818993,-0.055365215
488,-5.478613832,1.083784953,-7.686486751,-0.469126409
489,-5.478613832,0.91695927,-7.686486751,-0.862099854
490,-5.478613832,0.627770611,-7.686486751,-1.208857726
491,-5.478613832,0.25515476,-0.199445058,-1.468961304
492,-5.478613832,-0.157784509,-0.199445058,-1.579086363
493,-5.478613832,-0.568239875,-0.199445058,-1.531591786
494,-5.478613832,-0.937712083,-0.199445058,-1.345959238
